Y;X1;X2
-10009000,000;-3094000,000;-6915000,000
-14330000,000;-6399000,000;-7931000,000
-9683000,000;-1877000,000;-7806000,000
1638000,000;-1613000,000;3251000,000
-6541000,000;-2634000,000;-3907000,000
-686000,000;-6032000,000;5346000,000
-288000,000;-2391000,000;2103000,000
-5122000,000;-3017000,000;-2105000,000
-5642000,000;-7879000,000;2237000,000
-14506000,000;-7512000,000;-6994000,000
-3793000,000;-8859000,000;5066000,000
1711000,000;-993000,000;2704000,000
4305000,000;-2154000,000;6459000,000
-1365000,000;-1617000,000;252000,000
-7141000,000;-1559000,000;-5582000,000
-725000,000;-2696000,000;1971000,000
-10288000,000;-5736000,000;-4552000,000
-11605000,000;-4590000,000;-7015000,000
-9856000,000;-8667000,000;-1189000,000
-204000,000;-388000,000;184000,000
-1137000,000;-6281000,000;5144000,000
-4466000,000;-9093000,000;4627000,000
4244000,000;-2591000,000;6835000,000
-184000,000;-6921000,000;6737000,000
-14160000,000;-8491000,000;-5669000,000
2721000,000;-4351000,000;7072000,000
-3313000,000;-137000,000;-3176000,000
295000,000;-5054000,000;5349000,000
-6131000,000;-4352000,000;-1779000,000
4113000,000;-2475000,000;6588000,000
7702000,000;-680000,000;8382000,000
-771000,000;-5706000,000;4935000,000
2499000,000;-523000,000;3022000,000
-9054000,000;-5981000,000;-3073000,000
-6663000,000;-3743000,000;-2920000,000
-10629000,000;-6752000,000;-3877000,000
2292000,000;-6665000,000;8957000,000
-3310000,000;-5705000,000;2395000,000
6265000,000;-1418000,000;7683000,000
657000,000;-5770000,000;6427000,000
5640000,000;-2922000,000;8562000,000
6311000,000;-234000,000;6545000,000
-4071000,000;-4078000,000;7000,000
-3478000,000;-7436000,000;3958000,000
-11780000,000;-5062000,000;-6718000,000
1357000,000;-6353000,000;7710000,000
-8585000,000;-6588000,000;-1997000,000
-1398000,000;-3339000,000;1941000,000
-2632000,000;-443000,000;-2189000,000
-1841000,000;-3393000,000;1552000,000
-8717000,000;-8588000,000;-129000,000
-14483000,000;-7990000,000;-6493000,000
-10842000,000;-7340000,000;-3502000,000
2338000,000;-5355000,000;7693000,000
-14819000,000;-8700000,000;-6119000,000
-11276000,000;-3230000,000;-8046000,000
560000,000;-7225000,000;7785000,000
487000,000;-780000,000;1267000,000
-1733000,000;-3398000,000;1665000,000
-10398000,000;-7471000,000;-2927000,000
1389000,000;-2357000,000;3746000,000
-10877000,000;-4397000,000;-6480000,000
-5095000,000;-5150000,000;55000,000
4440000,000;-4442000,000;8882000,000
-4465000,000;-4169000,000;-296000,000
-2418000,000;-2353000,000;-65000,000
-2635000,000;-3372000,000;737000,000
-9077000,000;-7959000,000;-1118000,000
-8603000,000;-4547000,000;-4056000,000
-5087000,000;-5169000,000;82000,000
-438000,000;-1218000,000;780000,000
-8249000,000;-6290000,000;-1959000,000
-4944000,000;-1975000,000;-2969000,000
-4302000,000;-3185000,000;-1117000,000
911000,000;-7083000,000;7994000,000
-8585000,000;-1613000,000;-6972000,000
-9790000,000;-7598000,000;-2192000,000
-7162000,000;-8028000,000;866000,000
-4342000,000;-6463000,000;2121000,000
-152000,000;-5760000,000;5608000,000
-2492000,000;-5724000,000;3232000,000
-1103000,000;-3201000,000;2098000,000
-15419000,000;-7567000,000;-7852000,000
1575000,000;-445000,000;2020000,000
-6322000,000;-5522000,000;-800000,000
299000,000;-1800000,000;2099000,000
4269000,000;-2294000,000;6563000,000
-1576000,000;-5944000,000;4368000,000
-2239000,000;-4996000,000;2757000,000
-1359000,000;-4505000,000;3146000,000
-3428000,000;-2040000,000;-1388000,000
-7917000,000;-2136000,000;-5781000,000
-2266000,000;-1169000,000;-1097000,000
-10080000,000;-4800000,000;-5280000,000
1708000,000;-6635000,000;8343000,000
-6882000,000;-54000,000;-6828000,000
7706000,000;-185000,000;7891000,000
-11708000,000;-7400000,000;-4308000,000
-8586000,000;-4466000,000;-4120000,000
505000,000;-7785000,000;8290000,000
-4889000,000;-4399000,000;-490000,000
-5886000,000;-4942000,000;-944000,000
814000,000;-5173000,000;5987000,000
2696000,000;-3577000,000;6273000,000
-1068000,000;-5024000,000;3956000,000
-1666000,000;-8901000,000;7235000,000
-5682000,000;-3241000,000;-2441000,000
-237000,000;-5983000,000;5746000,000
-54000,000;-5848000,000;5794000,000
-304000,000;-1619000,000;1315000,000
2981000,000;-1386000,000;4367000,000
-2065000,000;-6185000,000;4120000,000
-2718000,000;-3024000,000;306000,000
-13755000,000;-8612000,000;-5143000,000
1424000,000;-3220000,000;4644000,000
4915000,000;-2547000,000;7462000,000
-12493000,000;-5642000,000;-6851000,000
-12268000,000;-6803000,000;-5465000,000
-16481000,000;-9107000,000;-7374000,000
-493000,000;-7006000,000;6513000,000
-1383000,000;-6242000,000;4859000,000
-1630000,000;-1245000,000;-385000,000
-12021000,000;-7355000,000;-4666000,000
-450000,000;-8786000,000;8336000,000
-11093000,000;-3329000,000;-7764000,000
-275000,000;-7579000,000;7304000,000
5757000,000;-2690000,000;8447000,000
-3338000,000;-5938000,000;2600000,000
-176000,000;-8771000,000;8595000,000
-14988000,000;-8490000,000;-6498000,000
-7041000,000;-5964000,000;-1077000,000
-7506000,000;-8363000,000;857000,000
522000,000;-165000,000;687000,000
-471000,000;-1507000,000;1036000,000
4127000,000;-2268000,000;6395000,000
-12354000,000;-8568000,000;-3786000,000
559000,000;-5803000,000;6362000,000
-575000,000;-1231000,000;656000,000
6584000,000;-1717000,000;8301000,000
-9965000,000;-8622000,000;-1343000,000
-6979000,000;-8260000,000;1281000,000
1230000,000;-3252000,000;4482000,000
494000,000;-7740000,000;8234000,000
-7944000,000;-7831000,000;-113000,000
-4320000,000;-6006000,000;1686000,000
-2561000,000;-7527000,000;4966000,000
-164000,000;-725000,000;561000,000
-763000,000;-1730000,000;967000,000
-9260000,000;-3089000,000;-6171000,000
-8636000,000;-2247000,000;-6389000,000
-7799000,000;-1111000,000;-6688000,000
3860000,000;-913000,000;4773000,000
-3632000,000;-2193000,000;-1439000,000
-14339000,000;-7596000,000;-6743000,000
-10294000,000;-3255000,000;-7039000,000
-9435000,000;-6679000,000;-2756000,000
-16753000,000;-8938000,000;-7815000,000
6795000,000;-2179000,000;8974000,000
-1888000,000;-7684000,000;5796000,000
-14564000,000;-7864000,000;-6700000,000
-6686000,000;-1667000,000;-5019000,000
-15601000,000;-8768000,000;-6833000,000
5964000,000;-2983000,000;8947000,000
-5164000,000;-6819000,000;1655000,000
216000,000;-1697000,000;1913000,000
2330000,000;-1611000,000;3941000,000
4314000,000;-3378000,000;7692000,000
-6837000,000;-9038000,000;2201000,000
5507000,000;-2010000,000;7517000,000
-5325000,000;-8172000,000;2847000,000
-12472000,000;-6963000,000;-5509000,000
1031000,000;-4412000,000;5443000,000
-433000,000;-2353000,000;1920000,000
1718000,000;-4700000,000;6418000,000
-4021000,000;-7265000,000;3244000,000
-9975000,000;-2725000,000;-7250000,000
-14236000,000;-7138000,000;-7098000,000
-6383000,000;-6403000,000;20000,000
-5675000,000;-4541000,000;-1134000,000
-5679000,000;-2574000,000;-3105000,000
-10603000,000;-3710000,000;-6893000,000
-4469000,000;-53000,000;-4416000,000
-2632000,000;-5441000,000;2809000,000
3133000,000;-1844000,000;4977000,000
-13004000,000;-5892000,000;-7112000,000
-13270000,000;-5027000,000;-8243000,000
-2566000,000;-5468000,000;2902000,000
67000,000;-7233000,000;7300000,000
-4515000,000;-8727000,000;4212000,000
-4861000,000;-5209000,000;348000,000
2354000,000;-1213000,000;3567000,000
-1188000,000;-7445000,000;6257000,000
-6257000,000;-8617000,000;2360000,000
-6320000,000;-4970000,000;-1350000,000
-4071000,000;-916000,000;-3155000,000
5962000,000;-1456000,000;7418000,000
2177000,000;-670000,000;2847000,000
-9585000,000;-7097000,000;-2488000,000
-7462000,000;-2040000,000;-5422000,000
3162000,000;-2313000,000;5475000,000
3847000,000;42000,000;3805000,000
-11082000,000;-5056000,000;-6026000,000
2327000,000;-2374000,000;4701000,000
-12766000,000;-7592000,000;-5174000,000
-1892000,000;-7380000,000;5488000,000
-10636000,000;-7139000,000;-3497000,000
-5863000,000;-3875000,000;-1988000,000
-3695000,000;-8968000,000;5273000,000
-3565000,000;-5112000,000;1547000,000
4469000,000;-2333000,000;6802000,000
-9835000,000;-8086000,000;-1749000,000
699000,000;-7650000,000;8349000,000
-1301000,000;-6458000,000;5157000,000
-12593000,000;-6797000,000;-5796000,000
4046000,000;-2538000,000;6584000,000
-7480000,000;-8799000,000;1319000,000
-5760000,000;-771000,000;-4989000,000
-785000,000;-7897000,000;7112000,000
4346000,000;-1864000,000;6210000,000
-5248000,000;-1325000,000;-3923000,000
892000,000;-6215000,000;7107000,000
-6282000,000;-7015000,000;733000,000
-11358000,000;-7874000,000;-3484000,000
-8224000,000;-4462000,000;-3762000,000
6014000,000;-1530000,000;7544000,000
667000,000;-6923000,000;7590000,000
-14975000,000;-7558000,000;-7417000,000
-5172000,000;-7726000,000;2554000,000
-6888000,000;-3946000,000;-2942000,000
-4234000,000;-543000,000;-3691000,000
-521000,000;-1916000,000;1395000,000
-13421000,000;-9037000,000;-4384000,000
-12155000,000;-7085000,000;-5070000,000
-881000,000;-4583000,000;3702000,000
-3571000,000;-686000,000;-2885000,000
2783000,000;-3789000,000;6572000,000
-6356000,000;-8731000,000;2375000,000
304000,000;812000,000;-508000,000
8786000,000;123000,000;8663000,000
2164000,000;-2343000,000;4507000,000
-13783000,000;-8622000,000;-5161000,000
-5218000,000;-4828000,000;-390000,000
-12157000,000;-7197000,000;-4960000,000
-11741000,000;-8301000,000;-3440000,000
-8311000,000;-3541000,000;-4770000,000
-3389000,000;-1881000,000;-1508000,000
-14490000,000;-8185000,000;-6305000,000
-4114000,000;-5540000,000;1426000,000
-12782000,000;-8151000,000;-4631000,000
1388000,000;-2735000,000;4123000,000
-1764000,000;-7155000,000;5391000,000
-9206000,000;-3491000,000;-5715000,000
-7180000,000;-6353000,000;-827000,000
-6385000,000;-7394000,000;1009000,000
2828000,000;-2781000,000;5609000,000
-4568000,000;-8377000,000;3809000,000
5849000,000;-524000,000;6373000,000
-4559000,000;464000,000;-5023000,000
-3645000,000;-1399000,000;-2246000,000
-13324000,000;-9002000,000;-4322000,000
-2560000,000;-4282000,000;1722000,000
-5625000,000;-4189000,000;-1436000,000
-5321000,000;-8981000,000;3660000,000
-1249000,000;-8723000,000;7474000,000
-12637000,000;-8839000,000;-3798000,000
-9458000,000;-2248000,000;-7210000,000
-7471000,000;-2096000,000;-5375000,000
-5807000,000;-886000,000;-4921000,000
1676000,000;-357000,000;2033000,000
-9097000,000;-4592000,000;-4505000,000
1641000,000;-573000,000;2214000,000
5208000,000;-30000,000;5238000,000
-5605000,000;-4601000,000;-1004000,000
-2564000,000;-5553000,000;2989000,000
-8108000,000;-8068000,000;-40000,000
-6775000,000;-1132000,000;-5643000,000
-9204000,000;-5577000,000;-3627000,000
-9049000,000;-4023000,000;-5026000,000
2146000,000;-2289000,000;4435000,000
-13953000,000;-8312000,000;-5641000,000
-5815000,000;-3817000,000;-1998000,000
457000,000;7000,000;450000,000
-4393000,000;-7920000,000;3527000,000
-8928000,000;-6493000,000;-2435000,000
-1528000,000;-7989000,000;6461000,000
6836000,000;-1249000,000;8085000,000
5770000,000;350000,000;5420000,000
-7152000,000;-7915000,000;763000,000
-1505000,000;-6055000,000;4550000,000
-11869000,000;-5029000,000;-6840000,000
6795000,000;-1549000,000;8344000,000
2282000,000;-4344000,000;6626000,000
3232000,000;-359000,000;3591000,000
